"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","0","1_1","1","1","1435","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","1","1_6","1","1","1240","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","2","2_3","2","2","1190","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","3","2_1","2","2","1352","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","4","1_8","1","1","960","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","5","2_7","2","2","1241","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","6","1_5","1","1","1087","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","7","2_6","2","2","973","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","8","1_2","1","1","976","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","9","2_5","2","2","988","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","10","2_8","2","2","1627","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","11","1_7","1","1","960","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","12","1_3","1","1","942","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","13","2_4","2","2","1176","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","14","2_2","2","2","1174","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","15","1_4","1","1","986","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","0","1_3","1","1","1809","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","1","2_2","2","2","1290","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","2","1_6","1","1","790","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","3","1_2","1","1","877","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","4","1_4","1","1","846","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","5","1_7","1","1","851","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","6","2_5","2","2","877","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","7","2_7","2","2","1520","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","8","2_8","2","2","1344","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","9","2_1","2","2","1214","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","10","2_3","2","2","792","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","11","2_6","1","2","890","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","12","2_4","2","2","1769","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","13","1_8","1","1","1440","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","14","1_1","1","1","1917","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","15","1_5","1","1","798","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","0","2_7","2","2","975","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","1","1_6","1","1","753","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","2","2_2","2","2","895","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","3","2_8","2","2","847","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","4","1_2","1","1","764","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","5","1_8","1","1","1466","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","6","2_4","2","2","834","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","7","1_4","1","1","1350","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","8","1_7","1","1","900","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","9","2_3","2","2","802","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","10","1_3","1","1","1407","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","11","2_5","2","2","780","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","12","2_6","2","2","1046","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","13","2_1","2","2","1140","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","14","1_5","1","1","781","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice1","15","1_1","1","1","1071","3","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","0","2_7","no response detected","2","0","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","1","2_4","2","2","1217","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","2","2_6","2","2","883","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","3","2_3","2","2","804","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","4","1_4","1","1","830","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","5","2_8","2","2","1178","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","6","2_1","2","2","1455","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","7","1_8","no response detected","1","0","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","8","2_5","2","2","1331","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","9","1_5","1","1","873","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","10","1_7","1","1","1199","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","11","2_2","2","2","1021","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","12","1_6","1","1","1166","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","13","1_3","1","1","1086","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","14","1_2","1","1","843","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","15","1_1","1","1","929","1","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","0","2_8","no response detected","2","0","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","1","2_1","2","2","38","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","2","2_2","no response detected","2","0","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","3","1_7","1","1","992","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","4","1_2","1","1","788","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","5","1_6","1","1","896","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","6","1_5","1","1","768","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","7","2_3","2","2","799","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","8","2_6","2","2","978","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T16:04:30.245Z""","practice2","9","2_7","2","2","1092","2","","","","","","","","","","1","7","""2022-04-10T16:04:06.251Z""","""2022-04-10T17:00:15.180Z""","","","","","","","","","","","","","",""
