"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","0","2_5","2","2","2042","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","1","1_5","1","1","1805","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","2","2_2","2","2","1153","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","3","2_4","2","2","1156","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","4","1_6","1","1","1718","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","5","1_2","1","1","1103","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","6","2_1","2","2","1054","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","7","2_8","2","2","913","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","8","1_3","1","1","1088","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","9","2_3","2","2","1252","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","10","2_7","2","2","852","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","11","1_8","1","1","1459","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","12","2_6","2","2","967","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","13","1_7","1","1","872","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","14","1_1","1","1","1075","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","15","1_4","1","1","907","1","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","0","2_4","2","2","1402","2","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","1","1_8","1","1","1901","2","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","2","2_8","2","2","1555","2","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","3","2_2","2","2","1199","2","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","4","2_5","2","2","1219","2","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","5","1_5","1","1","876","2","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","6","2_7","2","2","839","2","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-10T17:29:06.446Z""","practice1","7","1_6","1","1","787","2","","","","","","","","","","1","9","""2022-04-10T17:28:59.848Z""","""2022-04-10T18:21:51.663Z""","","","","","","","","","","","","","",""
