"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","0","2_6","2","2","2003","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","1","1_4","1","1","861","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","2","1_8","1","1","3247","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","3","2_4","2","2","1684","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","4","2_2","2","2","1023","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","5","2_1","2","2","1122","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","6","1_3","1","1","1101","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","7","1_1","1","1","860","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","8","2_7","2","2","1216","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","9","1_6","1","1","2513","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","10","2_8","2","2","1402","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-13T13:53:13.890Z""","practice1","11","2_5","2","2","1420","1","","","","","","","","","","1","29","""2022-04-13T13:53:02.516Z""","""2022-04-13T14:53:47.534Z""","","","","","","","","","","","","","",""
