"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","0","2_5","1","2","6392","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","1","2_6","2","2","6716","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","2","2_8","2","2","4406","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","3","1_2","1","1","5705","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","4","2_1","1","2","7378","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","5","1_1","1","1","9635","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","6","1_7","1","1","6485","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","7","2_3","2","2","3567","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","8","2_4","2","2","5577","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","9","1_6","1","1","5898","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","10","1_5","1","1","2760","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","11","1_4","1","1","1567","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","12","2_2","2","2","2655","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","13","1_8","1","1","5244","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","14","1_3","1","1","6403","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","15","2_7","2","2","3843","1","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","0","1_8","2","1","511","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","1","1_3","1","1","633","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","2","2_5","1","2","880","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","3","1_2","1","1","619","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","4","2_8","2","2","959","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","5","1_4","1","1","625","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","6","2_2","2","2","753","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","7","1_5","1","1","716","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","8","1_1","1","1","783","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","9","2_4","2","2","891","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","10","2_6","1","2","944","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","11","2_1","1","2","1152","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","12","2_7","2","2","796","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","13","1_7","2","1","1066","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","14","2_3","2","2","832","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","15","1_6","1","1","743","2","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","0","2_5","2","2","4464","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","1","1_2","1","1","4951","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","2","1_6","1","1","840","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","3","1_4","1","1","786","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","4","2_6","2","2","1091","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","5","2_7","2","2","1767","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","6","1_1","2","1","6589","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","7","2_4","2","2","1280","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","8","1_8","1","1","1767","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","9","1_3","1","1","1875","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","10","1_7","1","1","2842","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","11","2_8","2","2","1048","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","12","2_2","2","2","711","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","13","1_5","1","1","964","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-27T13:17:15.064Z""","practice1","14","2_3","2","2","906","3","","","","","","","","","","1","11","""2022-03-27T13:17:04.416Z""","""2022-03-27T14:38:59.864Z""","","","","","","","","","","","","","",""
