"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","0","2_7","2","2","971","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","1","2_8","2","2","849","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","2","2_4","2","2","1045","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","3","2_2","2","2","925","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","4","1_6","1","1","743","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","5","2_6","2","2","882","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","6","2_1","2","2","1056","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","7","1_5","1","1","698","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","8","1_4","1","1","818","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-25T21:36:08.635Z""","practice1","9","1_7","1","1","972","1","","","","","","","","","","1","5","""2022-03-25T21:36:01.143Z""","""2022-03-25T22:29:40.690Z""","","","","","","","","","","","","","",""
