"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","0","2_1","2","2","2826","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","1","1_5","1","1","2234","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","2","1_1","1","1","2807","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","3","1_6","1","1","2453","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","4","1_7","1","1","2223","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","5","2_7","2","2","1800","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","6","1_2","1","1","1975","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","7","1_8","1","1","1937","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","8","2_6","2","2","1639","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","9","1_4","1","1","1655","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","10","2_4","2","2","1904","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","11","2_8","2","2","1903","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","12","2_2","2","2","2054","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","13","2_5","2","2","1518","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","14","1_3","1","1","1573","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","15","2_3","2","2","1496","1","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","0","2_2","2","2","1266","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","1","1_5","1","1","737","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","2","2_7","2","2","1224","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","3","1_4","1","1","954","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","4","2_4","2","2","1064","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","5","2_5","2","2","932","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","6","1_3","1","1","983","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","7","2_6","2","2","1593","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","8","1_7","1","1","981","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","9","1_6","1","1","1030","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","10","1_1","1","1","902","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","11","2_8","2","2","1076","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T21:39:44.113Z""","practice1","12","2_1","2","2","1091","2","","","","","","","","","","1","23","""2022-03-29T21:39:35.125Z""","""2022-03-29T22:54:25.769Z""","","","","","","","","","","","","","",""
