"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","0","2_8","2","2","1532","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","1","2_4","2","2","856","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","2","1_4","1","1","752","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","3","2_1","2","2","1008","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","4","2_2","2","2","847","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","5","2_3","2","2","793","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","6","2_6","2","2","920","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","7","1_5","1","1","879","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","8","1_6","1","1","816","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","9","2_7","2","2","847","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","10","2_5","2","2","732","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","11","1_8","1","1","917","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","12","1_1","1","1","817","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","13","1_7","1","1","881","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","14","1_3","1","1","720","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","15","1_2","1","1","810","1","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","0","1_5","1","1","727","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","1","1_3","1","1","620","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","2","1_8","1","1","756","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","3","1_7","1","1","563","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","4","2_5","2","2","657","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","5","2_6","2","2","650","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","6","1_2","1","1","935","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","7","2_4","2","2","546","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","8","1_6","1","1","531","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","9","2_8","2","2","938","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","10","1_1","1","1","649","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","11","2_7","2","2","648","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","12","2_2","2","2","830","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","13","2_3","2","2","615","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","14","1_4","1","1","756","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","15","2_1","2","2","592","2","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","0","1_6","1","1","551","3","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","1","2_8","2","2","642","3","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","2","2_7","2","2","576","3","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","3","2_4","2","2","879","3","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","4","2_2","2","2","591","3","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","5","1_5","1","1","640","3","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-26T16:11:40.664Z""","practice1","6","1_1","1","1","735","3","","","","","","","","","","1","8","""2022-03-26T16:11:29.963Z""","""2022-03-26T17:18:50.119Z""","","","","","","","","","","","","","",""
