"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","0","2_8","2","2","2548","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","1","2_3","2","2","1506","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","2","2_4","2","2","1137","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","3","1_7","1","1","1110","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","4","2_5","2","2","1591","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","5","2_2","2","2","1128","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","6","1_1","1","1","899","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","7","1_8","1","1","907","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","8","1_6","1","1","893","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","9","1_4","1","1","840","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","10","2_6","2","2","1104","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","11","1_2","1","1","752","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","12","2_7","2","2","1046","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","13","2_1","2","2","1049","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","14","1_3","1","1","799","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","15","1_5","1","1","868","1","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","0","1_6","1","1","792","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","1","2_3","1","2","1147","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","2","2_6","2","2","691","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","3","2_4","2","2","640","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","4","1_5","1","1","681","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","5","1_1","1","1","787","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","6","1_3","1","1","612","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","7","2_1","2","2","643","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","8","1_2","1","1","646","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","9","2_7","2","2","568","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","10","1_4","1","1","636","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","11","2_8","2","2","682","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","12","1_7","1","1","602","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","13","2_5","2","2","662","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","14","2_2","2","2","682","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","15","1_8","1","1","651","2","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","0","2_5","2","2","1064","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","1","1_3","2","1","514","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","2","1_6","1","1","675","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","3","1_8","1","1","565","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","4","1_5","1","1","560","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","5","1_7","1","1","634","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","6","2_7","2","2","601","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","7","2_8","2","2","562","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","8","2_3","2","2","548","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","9","2_2","2","2","581","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","10","1_2","1","1","646","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-29T23:11:42.558Z""","practice1","11","1_4","1","1","701","3","","","","","","","","","","1","24","""2022-03-29T23:11:32.697Z""","""2022-03-30T00:14:48.860Z""","","","","","","","","","","","","","",""
