"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","0","1_3","1","1","963","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","1","1_6","1","1","991","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","2","1_8","1","1","980","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","3","1_5","1","1","754","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","4","2_1","2","2","931","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","5","2_8","2","2","862","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","6","2_7","2","2","696","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","7","1_1","1","1","833","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","8","2_3","2","2","963","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","9","1_2","1","1","713","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","10","1_4","1","1","1464","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","11","2_2","2","2","1214","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","12","2_5","2","2","888","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","13","1_7","1","1","737","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","14","2_6","2","2","806","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","15","2_4","2","2","1103","1","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","0","1_3","1","1","608","2","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-03-28T17:20:57.384Z""","practice1","1","2_1","2","2","673","2","","","","","","","","","","1","17","""2022-03-28T17:20:50.762Z""","""2022-03-28T18:11:50.068Z""","","","","","","","","","","","","","",""
