"currSession","sessionStartTime","currTask","currTrial","stimulus","response","correctResponse","responseTime","round","type","predictType","sizeType","predictPair","pairCaType","pairSiType","picType","scrambleType","sessionEndTime","sessionNum","subject","expVersion","expStartTime","expEndTime","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence","cueCategories","targetCategories","withinCategories","crossCategories","fillerCategories","sameCategories","diffCategories"
"encodePictures","""2022-04-22T14:06:34.644Z""","practice1","12","2_5","2","2","1169","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice1","13","1_2","1","1","1089","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice1","14","1_3","1","1","1070","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice1","15","1_6","1","1","1008","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","0","1_7","1","1","937","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","1","2_2","2","2","821","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","2","2_5","2","2","971","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","3","1_4","1","1","790","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","4","1_6","1","1","811","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","5","2_3","2","2","844","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","6","2_6","2","2","742","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","7","2_4","2","2","881","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","8","1_2","1","1","754","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","9","1_1","1","1","898","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","10","1_3","1","1","800","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","11","2_8","2","2","872","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","12","1_8","1","1","774","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","13","1_5","1","1","768","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","14","2_1","2","2","1127","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","practice2","15","2_7","2","2","967","1","","","","","","","","","","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","0","b4_8","2","2","1135","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","1","b2_16","1","1","1063","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","2","c4_9","2","2","794","","cue","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","3","a3_12","2","2","827","","target","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","4","a2_2","1","1","876","","cue","within","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","5","a1_15","1","1","750","","target","within","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","6","b1_9","1","1","1263","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","7","d2_16","1","1","878","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","8","b1_8","1","1","983","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","9","d4_1","2","2","848","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","10","c1_8","1","1","729","","cue","within","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","11","c3_12","2","2","897","","target","within","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","12","d2_5","1","1","691","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","13","a4_9","2","2","1372","","cue","cross","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","14","c2_16","1","1","917","","target","cross","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","15","c1_2","1","1","1037","","cue","within","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","16","c3_4","2","2","869","","target","within","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","17","d4_6","2","2","798","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","18","a4_4","2","2","1166","","cue","cross","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","19","c2_2","1","1","825","","target","cross","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","20","c4_13","2","2","1145","","cue","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","21","a3_13","2","2","826","","target","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","22","b4_11","2","2","725","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","23","d1_14","1","1","1012","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","24","b2_3","1","1","917","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","25","d4_10","2","2","720","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","26","b3_10","2","2","873","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","27","b3_5","2","2","753","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","28","b3_16","2","2","666","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","29","d3_10","2","2","738","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","30","b2_15","1","1","651","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","31","b3_3","2","2","1003","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","32","b1_2","1","1","1044","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","33","d2_11","1","1","877","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","34","d3_11","2","2","765","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","35","d1_1","1","1","918","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","36","b4_1","2","2","814","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","37","b2_2","1","1","807","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","38","d1_3","1","1","1208","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","39","d2_3","1","1","650","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","40","a4_3","2","2","739","","cue","cross","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","41","c2_13","1","1","996","","target","cross","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","42","c4_11","2","2","693","","cue","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","43","a3_15","2","2","1336","","target","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","44","b1_1","1","1","684","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","45","c4_16","2","2","1020","","cue","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","46","a3_7","2","2","1015","","target","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","47","a4_6","2","2","736","","cue","cross","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","48","c2_11","1","1","737","","target","cross","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","49","d1_12","1","1","1224","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","50","c1_14","1","1","1189","","cue","within","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","51","c3_11","2","2","837","","target","within","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","52","a2_4","1","1","1285","","cue","within","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","53","a1_14","1","1","1295","","target","within","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","54","b4_9","2","2","1376","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","55","a2_5","1","1","1113","","cue","within","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","56","a1_16","1","1","1146","","target","within","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","57","d3_7","2","2","1370","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","58","d4_4","2","2","1011","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","59","a2_3","1","1","844","","cue","within","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","60","a1_6","1","1","1173","","target","within","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","61","c1_16","1","1","802","","cue","within","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","62","c3_8","2","2","722","","target","within","diff","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","63","d3_4","2","2","1131","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","64","b4_10","2","2","1292","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","65","b1_15","1","1","1348","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","66","b2_7","1","1","824","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","67","b4_6","2","2","928","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","68","d3_9","2","2","865","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","69","b1_3","1","1","883","","filler","NA","NA","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","70","c4_12","2","2","1388","","cue","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
"encodePictures","""2022-04-22T14:06:34.644Z""","encodePictures","71","a3_4","2","2","1005","","target","cross","same","","","","","","""2022-04-22T14:17:29.147Z""","1","28","3","""2022-04-22T14:06:29.654Z""","""2022-04-22T15:03:01.197Z""","","","","","","","","","","","","","",""
